,United States,New Mexico,"Albuquerque, NM","Las Cruces, NM","Santa Fe, NM","Farmington, NM","Gallup, NM","Hobbs, NM","Alamogordo, NM","Roswell, NM","Carlsbad, NM","Clovis, NM","Espa-¦ola, NM","Taos, NM","Las Vegas, NM","Silver City, NM","Grants, NM","Deming, NM","Portales, NM","Los Alamos, NM"
6/30/14,178536.03044386845,163991.91664244933,167630.7149062217,162505.89218714708,287218.65703383397,156245.28059064713,150819.81732939827,192857.04648153897,,100265.65610421948,,,194489.30903467417,289472.97038816893,149149.91168014015,125862.45614790592,,130210.67687048072,130726.24056841744,265606.19189073413
7/31/14,179362.97838162372,164262.65460529935,167648.47695510593,163305.99067986672,288891.3251612871,157833.79779292794,150832.12589751242,194407.1585,,100171.98214177326,,,193431.33624623853,289876.074,147931.051,125758.74849656616,,129231.68660361052,131887.23857363788,265535.8987820156
8/31/14,179997.7076,164158.5855528255,167367.59919491736,163225.9368051491,289148.31132649485,158905.58307261276,150065.22455426585,196945.47461771432,,100957.0640872435,,,192218.4684005153,290453.32436966343,146309.67201110034,125566.2936628397,,129077.82110563572,133389.21077660003,265148.9039985403
9/30/14,180594.11693387965,164079.74369684383,167178.2514231891,162749.4019759881,289442.70712040225,159968.67252155612,149106.5020042406,198313.68502452935,,101701.46735778709,,,193310.00567160128,290662.37601263955,145921.44707056307,125103.1812,,128661.15181626788,133869.9459665007,265150.26540555054
10/31/14,180983.98688998137,163890.55874737914,166971.11641273438,161869.97402905163,290011.5411975867,161765.33748010255,148864.5612641006,198762.8373433356,,102190.55470081553,,,193289.4762588273,290129.03598974744,145908.65883930554,124433.3757450221,,127543.03977854952,134339.3703755535,264984.25428261916
11/30/14,181492.1826,163979.36843526657,167101.7149786956,161352.98245174033,290435.6926468069,164371.1742362157,149159.2243008242,198584.9713492849,,102201.38310255152,,,192365.3936802004,288839.90457889996,146033.69449082235,123354.86856284564,,124928.55526757627,134741.66352850094,264691.8912295899
12/31/14,182116.23198741535,164252.95988713767,167459.88238021135,160965.41090351742,290169.4726311217,166902.4788,149722.45008723214,199322.97285209355,,102502.74082853991,,,190406.7013763485,287787.6149477026,145806.79940007682,123335.9336028144,,123266.46062870589,135919.27396417828,263927.43701312836
1/31/15,182896.0871,164502.80226757933,167997.3801,160435.5357487322,288797.15570271556,167670.49397989415,149886.24490483786,198019.8660729363,,102384.8660497387,,,188785.47476158896,286807.4689102775,145164.03513945898,122894.7758055302,,122051.37313110128,136586.4468349294,262991.8583423442
2/28/15,183683.3724279694,164720.9859925939,168548.60188290654,159792.07711553192,287766.58798725455,167219.4625864745,149694.25639101435,197617.8383627187,,102241.7190918208,,,187447.93454699207,287373.62988112704,144479.97328183535,122215.10170456748,,121547.60202425889,137421.36040480225,262412.3676
3/31/15,184486.5119877764,165112.0375735092,169210.7013214399,159401.43171172668,287673.79863892676,165866.8914265626,149513.53194499205,197650.97050731536,,101870.19288840985,,,186294.8795536469,289255.0586998647,144161.7396188664,120956.46022626186,,120885.62421224503,139217.46883801153,262066.22715684705
4/30/15,185369.1298044389,165750.3741398392,169958.7769935502,159319.70044215853,288518.38833772327,165087.3329689046,150018.75935483113,200159.0155935279,,101344.15094602772,,,186153.30617009648,292594.90199796436,144094.30938097418,119783.5564,,119605.1522758582,141567.25810878794,261955.0259600254
5/31/15,186340.2744766384,166350.24470914525,170397.54685258158,159790.00228350284,290069.8372,164666.76965925455,151226.92227539603,201417.92085878388,,100494.48129771774,,,187257.43886768655,295735.3517904645,145615.76569913627,120252.63531268651,,118607.13883169647,144122.64625271325,262070.79524026773
6/30/15,187280.72681421592,166613.88627223787,170459.78777375328,160422.7388782062,291472.33633551997,164901.6323959011,152795.4693,201810.60081547732,,99391.46298723231,,,188383.3679149032,298075.0932015023,147319.96728393756,120879.78690511124,,117840.62235751178,145364.63678792657,262341.53763711476
7/31/15,188251.17568926825,166835.43428760726,170479.36124620106,161651.20176594504,293315.2705982136,166040.01975413773,154013.64477045156,201502.72316638552,,98491.88399,,,189201.47804441047,300695.6433328592,149773.7869110024,122389.15761790871,,117158.27239914992,145727.0846035157,263241.4816106343
8/31/15,189266.7168264321,167093.37694308077,170806.52962411282,162471.9442615921,295129.1751492378,167294.53934646788,154678.4451752816,201602.36862338192,,97934.99947744688,,,189299.38762181625,304658.9334064292,151300.66152281096,123721.78897707272,,117046.91887437574,145319.08119849203,264142.17027274007
9/30/15,190389.85071125615,167569.75183520748,171501.69690570692,163018.79102960989,297490.6638255305,168281.88613644053,154536.60387593554,201869.6972738632,,97588.93172,,,189919.68141395037,310566.6013720801,152344.2891142896,124431.15190138352,,116681.5384451985,144343.9654248825,264892.74564001494
10/31/15,191562.2103086296,168058.33916661833,172243.14601649277,163062.62216299432,300257.8742,168526.14552465922,154355.5155147703,202443.6646,,97597.52011408382,,,191267.99435431612,315543.88313117163,152627.53133366889,124791.4413124988,,116004.54195101513,142693.26912602456,265613.87151124515
11/30/15,192609.01682365595,168253.2767285302,172796.00843240749,162697.2779,302781.30899963976,168185.26378445144,153848.22853438396,200877.6612528345,,97469.19093093234,,,192039.40674702756,318469.84923701495,152323.70577437105,123950.9102,,114480.58715702852,139838.78771028147,266127.0333667759
12/31/15,193646.1046524432,168428.81348680015,173588.39226332097,162170.35365786194,303073.49824647856,167150.75903440345,153975.16050979434,199396.08429621768,,97556.62944307733,,,191308.9092614301,319929.19580649096,152300.76747787624,123692.81104603242,,112758.40921644271,136819.4421069159,266896.00206763763
1/31/16,194769.66099297884,168595.37650906813,174429.8431855746,161707.45165363836,301804.05597569194,165766.16030011946,154483.93319837845,196622.92337191547,,98000.22537,,,190446.454,320768.3055654257,152266.03655924046,122673.50387527164,,111434.3415184344,133540.4543606467,267232.57547195134
2/29/16,195892.6186327659,168916.47172825912,175287.6157031822,161468.8496693106,300199.05454185366,164532.20383984872,154965.13635801885,194836.25821852664,122898.3990562091,98868.24375913314,189390.20812030515,135607.02771685354,190189.01143256563,321826.88200269645,152249.13466946475,121581.60031929392,89077.85304280311,110292.86860263848,130522.96623406372,267719.7324879438
3/31/16,196718.5128747969,169175.21604489718,175770.46984099224,161100.42803575835,299506.7190700492,163935.57200481984,154566.69833719332,193019.39761235545,122230.78078232166,99659.16663,188880.2271003267,134622.46666333536,191868.39041497817,322642.10931548267,151797.8941534782,120641.0819501168,88917.90449109359,109326.4932,127581.9782082452,268124.80364118505
4/30/16,197467.9448812122,169635.99389150811,176481.45025692205,160852.60874332662,299932.3513988299,164005.09427401042,153287.2792388381,191935.8700298766,122379.9911538506,99979.18500747212,188560.61054411705,133565.02880676344,193509.05503258083,323495.6129636774,151169.202,120664.5724956706,88837.93002,108307.10043710162,125560.61721395438,269569.7693615992
5/31/16,198226.9527361288,170324.80938939683,177415.07773234078,161111.72521883037,300836.50021267653,164701.67329077885,151671.15061848037,192186.4963079863,122615.11729469289,100338.43140737362,186891.7998559013,131201.30068634826,195504.31705100392,325141.10320571053,150777.74039043605,121954.77548522744,88709.54312648159,107132.66929901676,124831.83466633824,271164.06622997235
6/30/16,199153.0596489274,171066.35279213917,178445.6599356652,161881.2955731932,302382.4857890292,165837.06018996748,149895.3794355944,193005.01957275637,123091.6784493178,101015.84965149204,185721.81510301784,129540.56951942189,197611.2233777549,326013.05107906327,150362.0164922684,123514.33428617056,89065.46003086555,106062.24463679164,124904.92230568347,273173.5965670903
7/31/16,199867.7476319007,171425.92970920732,179087.39201652995,162560.7627,303218.1805296889,166432.2748356052,148027.6622496339,194284.0797404246,122818.9305459212,101561.56031313787,184098.5138151782,128374.92770373974,198501.4070091642,327540.1878,149654.41276812478,124242.60859055404,88808.05869805254,105777.10701839016,124544.25397468354,274650.9716204982
8/31/16,200544.74434416776,171577.61485445124,179504.19299967552,162819.05460864154,303121.71130329283,166532.36646976045,146488.82817889517,195409.48950232155,122057.82331863744,101713.6826763716,184593.09485806708,128061.39318599456,199036.19437766893,328102.46472538804,148401.97689214128,124283.86240901676,88298.64711506518,105258.06173710838,123747.25518746387,276277.9607
9/30/16,201290.5873938793,171605.8364224783,179640.15337272687,162655.5905788371,302994.85506528214,166101.60374092936,145463.43763237508,195616.9093441502,121840.0871808934,101810.62450450822,185872.9916215442,127887.47450887934,198494.52641592335,329267.27585292497,147865.45708343203,123814.26911777636,87190.63675638061,104624.80638212552,122871.93817680668,278212.65301151195
10/31/16,202217.26401148777,171993.59535475163,180110.16501277397,162791.8080903168,303748.2331150945,166394.24005006757,144500.67420814114,195003.53052687657,122096.6773549546,102207.33545383306,187824.82325397493,127935.0572851168,198875.34681196115,330284.6753846796,148646.74778453124,123939.20417914378,86172.27245381071,103677.97706067162,122658.01140670826,280825.4423401624
11/30/16,203231.3772993494,172476.7453505193,180728.6824104245,162799.58999131082,304708.64433043526,166916.6835,143597.38156328726,194426.99597541257,122306.26392552131,102594.94890286127,189376.5715562708,128241.41536817304,199865.3500661009,332014.2866631216,149313.95486744263,124536.01144831732,84381.89089575861,103097.86211356848,122148.74857762414,283987.8273386454
12/31/16,204304.4362621336,172952.9259267554,181417.79817557256,162641.19059479944,305244.13438964525,167079.8873137232,142770.91826317922,194799.40176619685,121934.18597954093,102582.54209304042,190140.6518388878,128781.34966814758,201553.7696437348,333257.2005,149804.94764291003,125676.93377991718,81916.55496376625,102704.80375861254,121585.3652,286798.0825979845
1/31/17,205377.6944279592,172958.91327442034,181524.7895006184,161844.53465218443,305854.6904104944,167005.1489630551,142319.61850378523,194241.9933299397,121573.39787923628,102402.69941879992,189539.55916696627,129397.10221345078,203240.32646554988,332088.46934414963,150368.9689739869,126646.41442139308,79816.64073144937,102763.2774954082,120717.04116144143,288878.2115746035
2/28/17,206490.6702028707,173035.06066691587,181547.31647178603,161045.08531399432,308533.5287344346,167373.36004469273,142003.5133,194119.73655761257,122001.13407457528,102492.5939123205,187559.96438133216,130168.46840849248,204400.35451278757,330306.82674435707,153149.31537120687,127546.8355350825,78913.41708210902,102990.32526117512,120076.87651704896,291053.5943005145
3/31/17,207634.49220756287,173316.07872871848,181705.3502808409,160634.20069910458,312619.58812427014,168565.03488506633,142005.6050472265,193129.04287922793,123207.60430523148,102581.80729725564,184373.9151,130436.0843561503,204838.75513568497,328812.56325063686,156489.52094957637,128408.97144926072,78744.82990457807,103210.33807998749,119522.49682845332,294388.48938167933
4/30/17,208889.73893191307,174079.8901821482,182508.8620897544,160896.63466428814,317039.18232332636,169670.0576706148,141991.83940420765,192618.1227891357,124420.5049842508,102433.57186641116,181612.5409097469,130368.09840674892,204910.56187760763,331520.1257,158055.84119506442,128733.62315175997,78589.46384153429,103183.1089923132,119132.4651174479,298475.62755747745
5/31/17,210027.0330557618,174709.24855900835,183199.6870281488,161662.6791938423,320583.63554945093,170421.17400345005,142132.39357183527,191023.62825580235,125023.92576106648,101910.49319215666,179078.40089912934,129320.90048111424,203783.50190220273,334179.4952178768,157367.65069358976,128229.7997474186,77936.50161845087,103737.24193865251,119018.30996707706,302817.6976918319
6/30/17,211091.3486423503,175231.05188709963,183833.31317847164,162987.0989078906,323523.5806,170727.54579720864,141953.25906130028,189551.63023294823,125026.09516560732,101396.92875144177,177357.2731543763,127945.89437137789,201968.96024178516,336935.01587602065,155582.12661923503,127933.00493346225,77546.19733865651,104395.6719,118912.97935202529,306362.0693423255
7/31/17,211988.98357175328,175691.91037736088,184248.40751224873,164353.42608764826,326059.5803577884,171433.72782040472,141796.1238158945,189387.54898956403,125128.13312519446,101255.1950079655,177189.03831986515,126592.78202896944,200677.5419998085,337595.9001113255,154892.1795854474,127682.6832398837,77905.85925051129,104067.08303179586,119110.36831098144,309604.4674915886
8/31/17,212895.4500384884,176064.86478556297,184702.73975338144,165353.04242584112,328135.5635938732,171517.74808107506,141989.72467447663,188549.3625833216,125052.22368189006,101367.08093717572,177818.37370902588,125966.8992,200090.4701100616,337787.9308287795,154667.95200088853,127853.90978935594,78697.95658762769,102961.49207097752,119069.15199924952,312357.4412
9/30/17,213847.29717770044,176457.82273299815,185209.4267566742,165607.15381778873,329920.8199,171367.06197430237,142735.48437829895,188636.97166083835,125074.1021562932,101786.18865356676,179270.12449141557,125918.9535,200559.7444283733,337837.9959825958,155202.60569787314,128279.98330842418,79597.95212024491,102016.95818206044,119152.67935211254,315541.4883357223
10/31/17,214933.8658274666,176832.26410977947,185755.9393175829,165435.51133014786,331442.3270510068,170612.31562229514,143770.42480225823,189177.62623618028,125268.47290473872,102207.03653758166,180031.49217578582,126258.30961105616,200738.8862171613,337202.97831929865,155572.27016121696,129382.7942337196,80316.31204577613,102212.95995529652,119491.4284,318852.09847053955
11/30/17,216118.2173073925,177409.4922673975,186501.1910798165,165286.7250213388,333197.32686662837,170277.06737277916,144540.1886042581,192057.24370396143,125681.57673282338,102688.48406856768,178832.20216071748,126794.10955177624,200136.18315796857,335957.53047010343,155806.15943801845,130449.11663445582,81047.57231352049,102824.24419983926,120599.96094975113,322730.15905302117
12/31/17,217354.0565601843,177985.9008157344,187294.90634834833,165352.0873269844,335631.7140879365,169971.91863744592,144766.57498411072,195189.1840901845,125955.18799513408,103044.23966465442,175015.96926015397,127088.11035600444,199708.6906416084,334798.1932304725,155206.27871922587,130969.64521009973,81393.04197887599,103348.95145627447,121099.26400158548,326729.49143038475
1/31/18,218584.5992,178418.84216041243,187890.10390730327,165499.18080790673,337964.6942175993,169676.02217644884,145475.02331378649,197443.8445047707,126266.16334414973,103657.76486744802,170713.89062437954,127001.99277564992,200160.84834157428,336409.7314927256,155282.4792676716,130825.43870424973,80884.538,103326.52218793792,121534.1863700868,330905.0070183312
2/28/18,219770.78477331655,178887.11435073087,188444.3739536977,165983.06227308916,339514.94489204464,169823.29769875322,146354.44425984845,198303.21902918327,127230.57493938728,104405.43330628565,167939.06351695908,126349.65042491331,201965.2064528904,339072.80875534145,156137.99066675274,130583.01229469416,80202.5621,103772.14779035684,122215.79792350544,334000.95811604726
3/31/18,221139.10622800968,179536.34713419402,189073.9986291828,166276.70404686275,338246.6922,170958.35684081342,147783.2603548407,199142.0465777889,128838.96450555284,105594.7576,167173.1866852795,126031.69530552666,204832.9459564208,342943.057,158328.1886791155,130312.23362246771,80451.81845259079,104801.48554604662,123776.42218734806,336917.1065387794
4/30/18,222379.61963914472,180169.15970241904,189778.82897729857,166504.9558633729,335734.11919777474,172011.47111505535,148790.02599755474,198997.5127332922,130549.9938523696,106404.33787913866,167047.65313562631,125764.2582953906,206674.11917584017,345123.54099914077,159721.69530809097,131011.7184134752,81452.56552992715,106429.71992042112,124540.81182994036,339620.3571205901
5/31/18,223585.05660490273,180702.57427190457,190449.9769874113,166449.09538239907,332957.2572982806,172646.0980478688,149313.26693269762,198464.7439369564,131386.40203683858,106991.42291107724,167515.07053614582,125328.38862055977,207373.9507303594,347269.9307107755,160736.8715249774,132094.07668905772,82714.24127901696,108125.96514697462,124148.14139126218,342767.17764448235
6/30/18,224470.32217083624,181104.59068703544,190988.07423780975,166664.88527903982,332134.4078227281,172390.47962617324,149249.96749588806,196539.0904268643,131465.82096636924,107206.76788527482,168245.4547718165,124675.75976922592,207156.96767825112,348720.37565927673,161452.30913884696,132961.90078195024,83507.49571758138,109422.76313125373,123270.88338806534,346272.8067459301
7/31/18,225579.4336742901,181856.4788591191,191758.3974537255,167599.95118306167,333292.9509213793,172485.46713376403,149472.25535410366,195333.9226919992,131052.23845142324,107456.83169106396,169971.4612,124654.26226681676,207944.06969330832,349869.60397996195,162799.61611119073,134633.88443968576,84399.44452831634,110271.42731044942,123153.18292493925,349997.7433672177
8/31/18,226640.8874,182794.70853334537,192625.9502434652,169114.1038,335485.93910442776,172938.37010039485,150175.48023611843,193961.67273609233,130782.18448745616,107578.12859044009,172321.32913397954,124869.97148329712,210160.08095319232,352037.9988818818,164560.34284561223,136538.34250289656,85098.61712,110285.99911495407,123431.4652527235,353566.11654004175
9/30/18,227700.55659322024,183922.53630232147,193571.78254956656,171170.03798928403,338319.61179509904,174184.38380287305,151806.39165647372,194161.1882982844,130687.3205582577,107772.24666114723,175402.1789077721,125179.4678405652,212366.1194063569,353368.65686667495,165870.72936696032,139115.67518062753,86011.37007679716,110414.32293766184,124147.11462750164,355945.4453410222
10/31/18,228422.31961556827,184691.43742302377,194177.20113503968,172842.3763396419,340917.6982168563,174743.5657603426,153940.0906673615,195935.4642033165,130162.20399753556,107883.1646941058,177819.12475079033,125485.2506364215,213753.9240060374,354079.7949323731,166611.2412537917,140285.60513088797,87077.39623645844,111137.85233534013,124498.69683215515,357431.5123519581
11/30/18,229152.34769707944,185459.3009589451,194739.8270727633,174427.35308124023,344351.9085613107,175135.42226479447,156320.54342925048,199355.13070056125,129736.42986319616,108423.1767,180277.6161289746,126837.90503983648,214280.19178288672,353828.93016650714,166604.2043,141489.9765065202,88788.06038895137,112536.23169932568,125437.7737375692,358409.26083270804
12/31/18,229939.15821032596,186108.41923748725,195245.0956818811,175850.70647379896,348495.2385785313,174636.65186220643,158012.94041352443,202376.4827256178,129406.08932218514,108808.1246579756,182038.37533434675,128590.82641260853,214457.23311031013,354276.4362433723,166856.52226592775,141535.45853786636,90071.75695124197,113404.94749417076,126117.03057968436,359496.72549024835
1/31/19,230908.43234744912,186884.97580748153,196242.42320737056,176264.3874301083,353509.4419035558,174815.87388054424,158261.43875565805,202836.3047,129932.5867412482,109179.95858441846,183053.15358062755,130084.21254351892,214247.7129157754,354745.9543620552,166582.74569695044,140698.61330031132,90291.79840532366,112832.45396072006,126368.13364571196,360884.1424184544
2/28/19,232050.73938930297,187572.24617732092,197533.06047501185,175567.27559129774,357554.0401139692,175242.34702749542,158030.96507724762,201398.47015425484,131267.13865970483,109705.54355117776,183316.1974153086,131479.87570153826,213806.2113504724,354594.4271033754,166434.09918507756,139266.81126475008,89651.07031738218,111475.08510123332,126686.3830537872,362581.6872
3/31/19,233283.0700963925,188394.87174411188,199195.38992928833,174103.17216519418,361498.4344163839,176564.8179087726,157798.96897045677,199873.74202845033,132892.2185881676,111067.88621683736,183558.8956013059,133099.12505365294,214090.47297709816,353464.1685232243,166719.6263525273,138624.19320703123,89279.66301029806,110262.42112037838,127195.82247549358,364778.4131662503
4/30/19,234393.31680047288,189414.71630771272,200880.01302309407,173237.85096235314,365019.24171972665,177812.11559328626,158153.21241164533,201947.17374720765,134371.6360692595,113004.97205956512,184363.36493091052,134968.5958563041,215489.90389753293,352589.66479468276,167526.0181648958,138745.06550828987,89593.53734701111,110158.6582256194,128118.70179275684,366932.9092141385
5/31/19,235231.6856909881,190629.14309043076,202446.32043035224,173179.21489825018,368806.8157732333,178745.85579239592,158898.19663225947,206087.0598352499,135270.90127536852,115240.8138141866,185901.58515813833,136385.81643580433,218215.03765391803,353473.9928102227,168880.9353737268,138669.28965803317,90178.63004543766,110768.86675038458,128789.00724959972,368801.04853107635
6/30/19,235968.75137799373,191738.79099258428,203647.41619735735,173602.97494018724,372117.42568978755,179244.5476877049,160055.09257243143,210588.65888682436,135948.07196449317,117217.32331724717,187430.51426607044,136811.18841529658,220918.36765930455,356326.09578894003,169972.17236123397,138456.2445152802,90379.88404594548,111884.71888848534,129634.68394977492,369707.0015427749
7/31/19,236649.0254616528,192626.5183324622,204519.8808869909,174267.61204091343,375136.3955824504,179822.74643597336,161493.1926409429,213259.0827427618,136378.09562142985,118730.86222173594,189368.10716072423,136663.8074136475,222621.87783246845,359898.3828746863,170890.09711220037,138096.60007643484,90253.38691935928,112924.48412465688,130310.23342877376,371339.2971676381
8/31/19,237388.03461260023,193313.15743351832,205330.52762093255,174701.89423975293,377838.4989119591,180319.0142475575,162951.21746863413,214078.79608276137,136592.81530715092,119701.49046109612,191220.70728477623,136218.23967871143,223109.5416153051,362655.0147507424,171416.56907157242,137613.0632794227,90132.70843762477,113542.13647542264,130568.51709797353,374059.6842484611
9/30/19,238036.5640165273,193871.6377386587,206152.21004740332,174864.40873871648,379640.9518872677,180543.9033280911,163922.75414326318,213990.0440101735,136435.94310354773,120411.7128081171,193254.7467439435,135729.40473738126,222961.5654045005,364262.1765918538,170902.42165823767,136785.5294480368,90119.23014597736,113831.77399505844,130343.09616436112,377760.20444218535
10/31/19,238924.30187588112,194565.74208348597,207064.47498549407,175113.52813879983,381150.5446534797,180777.4600406889,164351.27157922907,214094.42085631145,136165.8694497155,121422.3159592012,195043.36327481375,135660.64752963054,223819.6526062287,365168.8077276436,170785.89255974602,135909.36456838288,90820.37295401726,114267.35152129173,130079.4058170438,382149.6857437063
11/30/19,240112.42649942907,195620.37983949456,208191.69755256944,175997.2074,383014.965,181330.13746088825,165067.98057693502,215641.1695519206,136221.63590066342,122549.58577307868,197472.67496171172,136273.48438479926,225197.11561856608,365888.4750273086,170532.0844707118,135987.70744002366,91764.97443619528,114824.58102283208,130113.51967974876,386565.8163878848
12/31/19,241496.2294306492,197018.93265263728,209583.71147888876,177399.8972329084,385531.5518154781,182600.7464,166357.80231585345,218291.3308,137022.32090829255,123714.86437612696,200182.79353681052,137287.7674,225871.92413828225,366888.9560732045,171279.37584001618,136679.3181886405,92880.05406127084,115494.33824065188,130668.64858598604,391746.7643656859
1/31/20,242987.71072532676,198441.1357328111,211110.30537184584,178977.15421040333,388099.02425289294,183234.0224078955,167532.36922188426,219165.10595711507,138362.84494396514,124256.82162825952,202223.7016946098,138001.70368330064,224913.35887218232,368106.0422078005,172111.31899759348,137597.62096506078,93660.77772,115236.73532876706,131811.8599364178,397086.1451340404
2/29/20,244447.70294977576,199575.18304335067,212499.6513593977,180045.9110347914,390247.4955195939,183339.50261296553,167893.5889156565,219470.93747343624,139841.6216731212,124005.27513874376,203039.22843108335,138106.8549221369,223055.14071182316,368285.7803986965,172888.93479004138,138955.50598887657,94211.61574123596,114580.45772649792,132988.2433422039,402316.2025
3/31/20,245980.6208943229,200741.0274685571,214086.84151975985,180925.58461935716,392764.7905861209,182839.53868482503,168309.43149496926,218069.41745691712,141306.73291953735,123567.1026,203757.0602,138193.26393667306,222175.3924003954,368994.7746902001,173886.28373172437,140462.07095272772,94675.94207890196,113888.77947985346,134020.75207813946,406713.5610491221
4/30/20,247320.2257342642,201976.47360836808,215704.87177758932,181555.03558751373,395284.8462715728,182598.3511,169582.36428269444,217972.66373861916,142919.65147495616,124068.80997674487,205176.59515374235,138818.93845159622,222685.99764401492,371429.21403085714,175363.18199423354,142107.94357394884,95135.64691365912,113985.3983,134769.72386205845,410433.3119123508
5/31/20,248089.20732225283,203104.3062588343,217139.8901786829,182195.44990873625,397407.4238514747,182452.2147,170896.77233910933,217613.37097704073,144192.30642923224,125601.66611656686,206584.9157645127,139598.19930735658,224721.07475496575,374801.9011575794,177007.22129576738,142613.62379137878,95727.84556,114643.54179377848,135260.56599237924,413202.2163890404
6/30/20,248543.72960411047,204219.69376557088,218521.3522942321,182889.00339798405,399100.0040788811,182111.20201492196,171601.2827349709,218036.8425510396,144947.81092042147,127172.34380421368,207504.64315947893,140440.20707188107,228295.48713489345,378283.6593007925,177760.87109574224,142965.77194410592,96433.94563,115552.8879145274,135928.13535541747,416849.4851345523
7/31/20,249283.85433881995,205723.17189516893,220228.4090319163,184181.4966313273,401369.34786039125,182562.51220263937,172552.2996525185,219017.76445235335,145361.05702561428,128525.84539448198,208864.4468205697,141634.79877051382,233317.23375823404,381621.1409500863,178134.38084310223,143486.42980401672,97072.78763,117021.86059568284,136574.34770425005,420202.26337341894
8/31/20,250989.49348147164,207860.89371743705,222648.51688759855,185905.92630968327,404974.50633351714,183683.33781886255,174366.5347178482,220149.85724276488,145873.5739866508,129601.20168082864,210564.1765054448,143006.8118235636,239302.23659966045,386872.3291333069,179115.58212318714,144183.11173761718,97951.56732237244,118877.66086098248,137651.17711880678,424751.3450314354
9/30/20,253869.3464318191,210704.29960785297,225776.01299569663,188143.69645302117,409851.7477726986,185596.2408335003,177325.31001942698,222960.24703570103,147174.91886705012,131296.85554222693,213299.3683271146,145101.45342910243,245110.0774,393922.0671677995,180887.15675557964,145444.36829958335,99235.37469701072,121511.46880368014,138661.84789543675,429171.9956104637
10/31/20,257350.45885431103,213805.15837246017,229321.5018166857,190520.63208411197,415837.7180039917,186467.14640674953,180366.92851686513,225056.62223913032,148350.02996530765,132804.09371863084,216313.07301034647,147110.2323,250676.46647000575,401326.30531886074,182929.34104479247,147306.7115,100672.41522934347,124164.94043081912,139597.3266,434946.76072258013
11/30/20,261263.12924892025,216843.06195984347,232728.67113192103,193171.0765115648,422292.1357523109,186841.1614,182346.18180903836,227607.0839813985,149705.9605411398,134287.04112046145,219983.15954327665,148078.5175291834,255054.2464,408004.8008689744,184072.22040955749,149675.71109012538,102032.03596664476,126204.84621086367,139464.08070267647,441987.5304841937
12/31/20,265061.42234729946,219600.56510859556,235874.41399955968,195694.1420259222,429144.4714688762,186723.63555431264,183366.52877140685,228624.6268449815,151079.81489873212,135319.9407322892,223069.10893541653,147436.2261757946,258428.93879997707,413709.5972428234,185577.04506793336,151630.2247251177,103255.97025850856,127132.85357446008,138304.83378539924,450188.5286266217
1/31/21,268732.60958552884,222296.4857,239017.1891901481,198043.32578206636,435522.8728442059,187104.76580619463,183301.3489144816,229355.55099240845,152710.95035078886,136498.29894897572,225067.76931289013,145965.68734181006,259618.55280268067,418065.7880904328,187838.00127407085,153997.12486705312,104574.51483617348,127635.61235473352,137335.37627709215,457626.4387334422
2/28/21,272497.83152093965,225447.4381446614,242767.3690022305,200316.4635016137,442853.2770157167,187925.48793494652,183920.1267202679,229465.41142026347,154658.51610475176,137994.35934776886,226308.68239966477,145061.53951060984,260704.72541878957,422972.09668369946,190764.4384122215,157082.5737912321,106124.25726993376,128495.14538595708,136896.50240232755,464005.0487671588
3/31/21,276416.67648584215,228835.0825304516,246955.8915363917,202655.5432105757,450126.52863136126,188974.9377942273,184920.66896441372,227880.8226560366,156802.92357877956,139123.5665501312,227413.0672767079,144766.2936964334,262438.8189,427310.3475775137,193251.3463202788,160541.00546278452,107461.13647984005,129108.57299821098,136748.63588550463,468745.21244839486
4/30/21,280673.4362607588,232392.93125403873,251385.1926,205066.14732601008,458053.93548059714,190043.5689121815,186216.3147944432,225215.5103492745,159429.0480269925,140258.12472768335,229358.4450358973,144741.15183032793,266385.9121017198,431980.5664262565,194882.5608023041,162952.3873478421,108765.56539577612,129728.16734854109,136371.8124,473440.9616642482
5/31/21,285356.75070319505,235913.8683897121,255714.93320261128,207604.03826827276,465255.32829620485,190591.07728617536,187802.53978624535,221911.71375630985,162106.95177586618,141494.25938457323,232030.63807027985,145030.61181404116,271960.4479055871,436435.4882352977,196656.33454327725,164501.03181925375,109895.9260252011,130974.81516463916,136515.40706983427,477915.64337434527
6/30/21,290380.5636659091,239479.63475579533,259941.16250262855,210536.5685539242,470955.8028467324,191110.46087554895,189661.81690459643,219889.2606293722,164433.28534291245,143643.22583698112,234296.2602208778,145629.43250517594,277991.8197606609,441568.4404364743,198574.01009787316,165430.7912,110924.22151984608,132883.46181349165,137044.29494945312,482445.87200298376
7/31/21,294845.5719941086,242618.5071821911,263477.1025332136,213755.4180210324,475088.97350625467,191924.82361132384,191636.05751323857,217997.3406,166515.5089298125,145553.23065766366,234446.1345487495,145783.28877656293,282862.27850696864,448662.7227315148,200995.7566241927,166267.7891283113,112151.957,134207.38514583767,136856.2157498753,485023.4412493731
8/31/21,297956.54088934604,245060.6974327901,266158.3812064195,216883.4720097992,478033.97014744184,193219.2815365265,193264.25734506547,215053.7634241022,168675.53208233937,146985.58405372282,232017.1367405229,145229.21788829126,285055.6908273838,456988.5203355358,204579.68652128035,167278.7419048791,113476.51622107862,134368.42750950178,136058.76607738296,486128.3816971364
