,United States,"Albuquerque, NM","Las Cruces, NM","Santa Fe, NM","Farmington, NM"
2012-01-31,6.1391583588609695,6.982526649699085,8.761664317086469,10.301879916905463,6.4043094786697745
2012-02-29,6.1269640743741505,6.965462983836166,8.750506824463272,10.245032013708084,6.386721593055067
2012-03-31,6.125114826325486,6.955390407358627,8.768595746612784,10.17684236391994,6.397518495658223
2012-04-30,6.1290775182747055,6.941680954352199,8.802315026268415,10.102969289947824,6.416844194003391
2012-05-31,6.136617552140396,6.923404276654287,8.833334755183644,10.063821682243404,6.435935907808898
2012-06-30,6.150309156643408,6.902440184908103,8.850733502574064,10.04900648816909,6.437615893039357
2012-07-31,6.166303751289971,6.87996242371402,8.86231582434942,10.059404328392988,6.455578311419908
2012-08-31,6.174810669506859,6.856147426794941,8.845346964105051,10.059154351727898,6.48063770211486
2012-09-30,6.162992980272987,6.814222972753827,8.77270326441849,10.038683065541862,6.501953211231676
2012-10-31,6.149384347650395,6.778030377749457,8.680622215680108,10.0166849774623,6.535676795898108
2012-11-30,6.145675845806844,6.761526114268313,8.609139720693443,10.028814253521546,6.562972851085031
2012-12-31,6.175646204741925,6.781482841349924,8.582737036805652,10.08610860429676,6.622332699917786
2013-01-31,6.2153033143539425,6.805018216122503,8.563173877246665,10.111199718843809,6.625584149850519
2013-02-28,6.254304698099829,6.823237675547495,8.529027035680151,10.084999234763616,6.594023751426745
2013-03-31,6.27642748801278,6.822797381851825,8.47064705328866,10.029560870100587,6.545521149134024
2013-04-30,6.298225904987433,6.818280637207095,8.408106629799164,10.012705967915169,6.549736878837268
2013-05-31,6.331492541416139,6.815976107759285,8.384802283619617,10.061137805973765,6.5871156031617915
2013-06-30,6.398564087237096,6.838827632877484,8.429381553120288,10.163145510774154,6.60313099287554
2013-07-31,6.466089554545327,6.855747644669226,8.47290976388278,10.24709717438821,6.551943314124468
2013-08-31,6.5284262388843946,6.874650917994203,8.500223167848565,10.314221321569814,6.5181565083715505
2013-09-30,6.560311072732435,6.886979321714145,8.495234955636663,10.343771910597878,6.5181957514801825
2013-10-31,6.592469859220101,6.901829200241758,8.492309764270503,10.35734109923895,6.577043748679609
2013-11-30,6.61586816300807,6.907282434280608,8.477475766376683,10.337796306613855,6.6234450311390844
2013-12-31,6.634865884988771,6.901208611416261,8.445051052819212,10.30498677932962,6.650069506310492
2014-01-31,6.648918866365856,6.901370914423486,8.416470023078647,10.29593195267824,6.6550784790853
2014-02-28,6.664695414524068,6.910886849022205,8.375102663802958,10.317428545320237,6.631787116100181
2014-03-31,6.674170042308374,6.913221140011313,8.31217000183676,10.33760558459786,6.583081675230294
2014-04-30,6.681880600860658,6.915441754901961,8.256133226224998,10.355911999687624,6.549563959878735
2014-05-31,6.693559934163688,6.9189036736247145,8.245731680154458,10.402099344782188,6.563131437830658
2014-06-30,6.6977090264627765,6.901780199122558,8.250609933094795,10.425183955349544,6.585439596386098
2014-07-31,6.70069084348099,6.872432732450908,8.256137670545165,10.430041519000971,6.611824560576664
2014-08-31,6.696677063328459,6.831977215166761,8.219129209800112,10.383931603053952,6.615232808491918
2014-09-30,6.696709736829939,6.803241777139955,8.174239699713164,10.347841864707252,6.616510213537546
2014-10-31,6.689858076714271,6.775245551896329,8.110684604239538,10.3217320552704,6.647460649596345
2014-11-30,6.687521658111339,6.763183155254154,8.068100084855011,10.294075263212074,6.713551918262031
2014-12-31,6.689121146863712,6.773123365931965,8.047925529138194,10.263572733914732,6.791155056678417
2015-01-31,6.695729105516702,6.792077833986219,8.023283481338185,10.194279952874917,6.798688027479261
2015-02-28,6.703712959410278,6.8118494569152315,7.992664874217426,10.136909951546638,6.757576180480402
2015-03-31,6.715139715562501,6.83774835254482,7.974024793850184,10.11356942250773,6.6778647893415455
2015-04-30,6.729107984638539,6.867578403711557,7.971192450708685,10.125480925007434,6.620693599658386
2015-05-31,6.7460700205200395,6.885859506348683,7.998384910654512,10.16450757689487,6.582319688487281
2015-06-30,6.760374987951639,6.894049950543029,8.047544967270317,10.208978876603124,6.59365026290234
2015-07-31,6.775508735250371,6.901250063102085,8.129116455621315,10.2712865035187,6.645093702929151
2015-08-31,6.791743748777914,6.917215339416379,8.188254434643696,10.327510590084746,6.701349020475447
2015-09-30,6.811044090303805,6.927385483783924,8.21774438811263,10.373869630120664,6.746781801434419
2015-10-31,6.832096100208185,6.936212356277941,8.21866056827142,10.429285375786952,6.762349450841273
2015-11-30,6.849231822289558,6.938525118846467,8.19940855325485,10.478376665948938,6.754865199055532
2015-12-31,6.86877933910748,6.956202369363412,8.178269332528531,10.460942893327152,6.722667535736971
2016-01-31,6.8912572922237825,6.976268636105677,8.162204833074517,10.389164076098965,6.676979791383047
2016-02-29,6.914403224727389,6.995600162208178,8.155751062645798,10.30396876374354,6.63563875086045
2016-03-31,6.929886547360911,6.990412815615094,8.13123067628761,10.23596090146176,6.6109264627345325
2016-04-30,6.942977221893491,6.992587923358202,8.110805736682192,10.205422997658507,6.611699836594288
2016-05-31,6.955311836088587,7.005151596289696,8.117495926317076,10.19357095901106,6.638583859942404
2016-06-30,6.968541927075814,7.031178324474772,8.159966326328718,10.214525842041496,6.688773338548138
2016-07-31,6.973089408668149,7.043346907655613,8.199297922181698,10.21341435460037,6.718195462521694
2016-08-31,6.975015616074267,7.047782324164145,8.219004180429502,10.182246317362043,6.728277818121197
2016-09-30,6.9751781157249555,7.04838937811457,8.22446260507656,10.156041321430129,6.7191296193740895
2016-10-31,6.981225170812377,7.063287943574293,8.246401562239843,10.15953423671467,6.739445849205998
