,United States,"Albuquerque, NM","Las Cruces, NM","Santa Fe, NM","Farmington, NM"
2012-01-31,0.2145780651455245,0.2333623740916697,0.2696496426505753,0.3048699367325163,0.197016710658995
2012-02-29,0.2137792778797463,0.2323251202006088,0.2687608436437842,0.3025673395634327,0.1960955071232522
2012-03-31,0.2148119649325501,0.2332149601649314,0.2708660353907713,0.30242003397091,0.1975590818382399
2012-04-30,0.2142125286125358,0.2319279128505944,0.2708189015832299,0.2991419417316637,0.1973693603262132
2012-05-31,0.212592153647616,0.229214972843058,0.2690457516640281,0.2949851971763264,0.1959721246169286
2012-06-30,0.2109969136253687,0.2262249374642751,0.2666022920126051,0.2912348172144551,0.1939156593857591
2012-07-31,0.2094498290430587,0.223181437474311,0.2639592066467739,0.2881659868087914,0.1922904349068458
2012-08-31,0.2105872880297998,0.2233720216478026,0.2647274331452927,0.2895654323000146,0.1938631268349445
2012-09-30,0.2084366829939501,0.2200934795648462,0.2601825436928925,0.2861604173279307,0.1927591848819584
2012-10-31,0.2060698001681578,0.2168245732264911,0.2549141706087796,0.2826438634854393,0.191622057670032
2012-11-30,0.2054075549100369,0.2156923024995392,0.2522117835428921,0.2821091413388839,0.1917762486870285
2012-12-31,0.2062506013637627,0.2161284381123389,0.2513614348797153,0.283458292575699,0.1932618762569984
2013-01-31,0.2051401906068306,0.2181567432598612,0.2530445609561225,0.2856616725598094,0.1944601245880932
2013-02-28,0.2083599204385095,0.2209283950951936,0.2548928225073571,0.2882266096471055,0.1957340683396317
2013-03-31,0.2096038757571165,0.2215376506014866,0.2540485510535227,0.2876551053354851,0.1949618149938217
2013-04-30,0.2082621564406649,0.2192266051553454,0.249630578715471,0.2840484339299053,0.1930282300650582
2013-05-31,0.2108291494130851,0.2208450966568677,0.2510680990243755,0.2878131322738391,0.1957087153721441
2013-06-30,0.2222763560139779,0.2315916511230078,0.2647002112563813,0.3053428047972532,0.2057471876180023
2013-07-31,0.2299721777691154,0.2379957826154199,0.2732237544865503,0.316375049083843,0.2098634036988375
2013-08-31,0.233710110789541,0.2403948233160593,0.2762533404386215,0.3209400193397448,0.2105424246023553
2013-09-30,0.2354286248110642,0.2415756331079243,0.2770629325447313,0.3228990774704621,0.2112913746437527
2013-10-31,0.2309863681642252,0.2363760155761641,0.269984537767208,0.3147649055410066,0.2075814002824688
2013-11-30,0.232928398012,0.2378762080592059,0.2711748929371558,0.3161046438374337,0.2101114534834967
2013-12-31,0.2373523448203492,0.2416919289677194,0.2751238199737388,0.3210509494113276,0.2146809302051208
2014-01-31,0.2349137700724605,0.2402480156291552,0.2737381118779305,0.3216658578275219,0.2148794662318493
2014-02-28,0.2330163468593669,0.2380258853598398,0.2694994603846233,0.3187199090684952,0.2117858832591237
2014-03-31,0.2340839326562369,0.2388618411623574,0.2686164799681497,0.3206250814747851,0.2110458017953776
2014-04-30,0.2342430813015569,0.2388120273769645,0.266870629835175,0.3211623716907527,0.2100064394317578
2014-05-31,0.2318953603361547,0.2360708811631015,0.2632453345860839,0.3184457388066681,0.2077461156660816
2014-06-30,0.2314703127259737,0.2349176084418336,0.2627458776973448,0.318378380441685,0.2077885466552635
2014-07-31,0.2309540739314646,0.233324585758716,0.2621981246929313,0.3177034591526596,0.2079303564492858
2014-08-31,0.2305459808084667,0.2317246898889086,0.2608057771147744,0.3160776103919771,0.2076628271258868
2014-09-30,0.2314427244591823,0.2316992574779109,0.2606298736021014,0.3165385560766768,0.2085809190712643
2014-10-31,0.2288958600541566,0.2284143120064753,0.2559726620583798,0.31233218788126,0.2070410950801047
2014-11-30,0.228125917814968,0.2273029615122002,0.2539435613366411,0.3106015619396142,0.2081201278747006
2014-12-31,0.2257392543689962,0.2251422633672659,0.2505176590665147,0.3061891346810649,0.2078034183889179
2015-01-31,0.2203439458787836,1.1423127398199446,0.2479166298029791,0.3000498994701661,0.2050198423639771
2015-02-28,0.2213055692852089,1.146426569391262,0.2479301769232821,0.2996387932947334,0.2045450809053484
2015-03-31,0.2227548673273974,1.151950323519742,0.248716153191427,0.300717882870708,0.203378204666402
2015-04-30,0.2214014635735657,1.1551856583171185,0.2465338210372591,0.2984590700288788,0.2000046002902239
2015-05-31,0.2249975013762506,1.161479622237289,0.2509854877084201,0.3042265898924925,0.2019435119836763
2015-06-30,0.2280795076156813,1.1656676028782351,0.255614494564424,0.3095384889873511,0.2049152494794323
2015-07-31,0.2297402694777807,1.1682129684049352,0.2594970089165579,0.3132047035527351,0.207665963380132
2015-08-31,0.2276131354511968,1.168309198826892,0.2581169489313789,0.3109260094988032,0.206714957587669
2015-09-30,0.2279250329711107,1.1697835523765112,0.2586565389698483,0.3118482699735739,0.2079208170783779
2015-10-31,0.2268180230929918,1.169530769062452,0.2565852430311759,0.3107811865708834,0.2066584007307672
2015-11-30,0.2300829176084745,1.172761597143663,0.2593367960217169,0.3163543688439487,0.2091741948599589
2015-12-31,0.2311011441806408,1.1761950105234795,0.2592362599211314,0.3165380767458228,0.2086901461454403
2016-01-31,0.2290621745354316,0.231621848724139,0.2566771299438849,0.3111316658524012,0.2070854891429335
2016-02-29,0.225770264919941,0.2280224080482076,0.2518329606508204,0.302639264033273,0.2021348626974417
2016-03-31,0.2268756074821248,0.2283344082874385,0.2519158998814147,0.3014721266649486,0.2021376994241371
2016-04-30,0.2256079998236272,0.2265430405261973,0.2494098194680118,0.2979608611788331,0.2005848325643259
2016-05-31,0.2258863209004772,0.2266503808977479,0.2495207739228742,0.2972636259846287,0.201262586311706
